 0.0125  0.0247 -0.000005 0.000619
 0.0375  0.0489 -0.000010 0.000607
 0.0625  0.0727 -0.000015 0.000596
 0.0875  0.0963 -0.000020 0.000584
 0.1125  0.1197 -0.000025 0.000572
 0.1375  0.1431 -0.000030 0.000561
 0.1625  0.1666 -0.000034 0.000549
 0.1875  0.1902 -0.000039 0.000537
 0.2125  0.2142 -0.000043 0.000525
 0.2375  0.2386 -0.000047 0.000514
 0.2625  0.2634 -0.000051 0.000502
 0.2875  0.2889 -0.000055 0.000490
 0.3125  0.3151 -0.000059 0.000479
 0.3375  0.3421 -0.000063 0.000467
 0.3625  0.3700 -0.000067 0.000455
 0.3875  0.3989 -0.000071 0.000443
 0.4125  0.4288 -0.000074 0.000432
 0.4375  0.4599 -0.000078 0.000420
 0.4625  0.4923 -0.000081 0.000408
 0.4875  0.5260 -0.000085 0.000396
 0.5125  0.5610 -0.000088 0.000385
 0.5375  0.5976 -0.000091 0.000373
 0.5625  0.6357 -0.000094 0.000361
 0.5875  0.6755 -0.000097 0.000350
 0.6125  0.7170 -0.000100 0.000338
 0.6375  0.7602 -0.000102 0.000326
 0.6625  0.8052 -0.000105 0.000314
 0.6875  0.8522 -0.000108 0.000303
 0.7125  0.9011 -0.000110 0.000291
 0.7375  0.9520 -0.000112 0.000279
 0.7625  1.0050 -0.000115 0.000268
 0.7875  1.0601 -0.000117 0.000256
 0.8125  1.1174 -0.000119 0.000244
 0.8375  1.1770 -0.000121 0.000232
 0.8625  1.2387 -0.000123 0.000221
 0.8875  1.3029 -0.000124 0.000209
 0.9125  1.3693 -0.000126 0.000197
 0.9375  1.4382 -0.000128 0.000186
 0.9625  1.5094 -0.000129 0.000174
 0.9875  1.5832 -0.000131 0.000162
