 0.0000 -0.9006 0.099374 0.100000
 0.0250 -0.7044 0.097501 0.098125
 0.0500 -0.5119 0.095625 0.096250
 0.0750 -0.3231 0.093751 0.094375
 0.1000 -0.1381 0.091875 0.092500
 0.1250  0.0431 0.090000 0.090625
 0.1500  0.2206 0.088125 0.088750
 0.1750  0.3944 0.086250 0.086875
 0.2000  0.5644 0.084375 0.085000
 0.2250  0.7306 0.082499 0.083125
 0.2500  0.8931 0.080626 0.081250
 0.2750  1.0519 0.078749 0.079375
 0.3000  1.2069 0.076875 0.077500
 0.3250  1.3581 0.075002 0.075625
 0.3500  1.5056 0.073128 0.073750
 0.3750  1.6494 0.071250 0.071875
 0.4000  1.7894 0.069374 0.070000
 0.4250  1.9256 0.067501 0.068125
 0.4500  2.0581 0.065624 0.066250
 0.4750  2.1869 0.063750 0.064375
 0.5000  2.3119 0.061873 0.062500
 0.5250  2.4331 0.059999 0.060625
 0.5500  2.5506 0.058121 0.058750
 0.5750  2.6644 0.056250 0.056875
 0.6000  2.7744 0.054372 0.055000
 0.6250  2.8806 0.052496 0.053125
 0.6500  2.9831 0.050622 0.051250
 0.6750  3.0819 0.048745 0.049375
 0.7000  3.1769 0.046875 0.047500
 0.7250  3.2681 0.044998 0.045625
 0.7500  3.3556 0.043118 0.043750
 0.7750  3.4394 0.041254 0.041875
 0.8000  3.5194 0.039363 0.040000
 0.8250  3.5956 0.037504 0.038125
 0.8500  3.6681 0.035617 0.036250
 0.8750  3.7369 0.033743 0.034375
 0.9000  3.8019 0.031870 0.032500
 0.9250  3.8631 0.030000 0.030625
 0.9500  3.9206 0.028122 0.028750
 0.9750  3.9744 0.026246 0.026875
